x;y;datetime;id;behavior;random-seed;travel_speed_val;month;mm_yyyy;dd_mm_yyyy
365073.4662;7541015.297;10/04/2015 14:55;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
365017.2402;7540999.916;10/04/2015 15:00;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
365013.1429;7541001.133;10/04/2015 15:05;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
365017.3017;7540994.803;10/04/2015 15:10;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
365013.0058;7540995.007;10/04/2015 15:15;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
365016.0564;7540995.934;10/04/2015 15:20;Santa Maria;resting;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364946.9835;7540992.441;10/04/2015 15:25;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364914.702;7540987.725;10/04/2015 15:30;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364905.1143;7540975.429;10/04/2015 15:35;Santa Maria;feed_gum;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364904.4061;7540972.398;10/04/2015 15:40;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364898.22;7540944.439;10/04/2015 15:45;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364854.4623;7540937.99;10/04/2015 15:50;Santa Maria;resting;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364855.7563;7540937.231;10/04/2015 15:55;Santa Maria;resting;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364845.4193;7540905.719;10/04/2015 16:00;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364829.6831;7540901.044;10/04/2015 16:05;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364827.4125;7540895.855;10/04/2015 16:10;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364827.828;7540878.811;10/04/2015 16:15;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364821.5501;7540877.43;10/04/2015 16:20;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364827.6455;7540881.928;10/04/2015 16:25;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364790.9704;7540861.797;10/04/2015 16:30;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364777.6777;7540839.381;10/04/2015 16:35;Santa Maria;rubbing;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364719.5661;7540796.429;10/04/2015 16:40;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364681.2023;7540759.847;10/04/2015 16:45;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364668.7923;7540734.312;10/04/2015 16:50;Santa Maria;sleeping;Empirical;Empirical;Apr;Apr/2015;10/Apr/2015
364674.6036;7540750.631;11/04/2015 07:30;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364662.383;7540768.992;11/04/2015 07:35;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364671.23;7540769.032;11/04/2015 07:40;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364654.2471;7540803.519;11/04/2015 07:45;Santa Maria;long_call;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364675.4915;7540822.588;11/04/2015 07:50;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364698.4131;7540903.322;11/04/2015 07:55;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364720.8848;7540958.242;11/04/2015 08:00;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364724.6208;7540964.817;11/04/2015 08:05;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364723.2825;7540964.713;11/04/2015 08:10;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364713.4141;7540955.913;11/04/2015 08:15;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364728.1024;7540971.826;11/04/2015 08:20;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364727.9474;7540976.753;11/04/2015 08:25;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364725.6619;7540974.292;11/04/2015 08:30;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364729.0199;7540968.651;11/04/2015 08:35;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364728.3024;7540969.694;11/04/2015 08:40;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364726.5994;7540962.821;11/04/2015 08:45;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364732.6059;7540969.601;11/04/2015 08:50;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364731.6292;7540971.644;11/04/2015 08:55;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364729.3758;7540972.441;11/04/2015 09:00;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364741.7253;7540995.034;11/04/2015 09:05;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364738.8542;7541003.315;11/04/2015 09:10;Santa Maria;rubbing;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364742.3632;7541003.178;11/04/2015 09:15;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364750.4299;7541003.545;11/04/2015 09:20;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364761.2878;7540997.867;11/04/2015 09:25;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364769.918;7540994.016;11/04/2015 09:30;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364770.6375;7540994.746;11/04/2015 09:35;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364771.271;7541002.399;11/04/2015 09:40;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364769.4353;7541002.856;11/04/2015 09:45;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364796.3341;7540979.656;11/04/2015 09:50;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364796.3341;7540979.656;11/04/2015 09:55;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364839.0551;7540946.209;11/04/2015 10:00;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364857.6053;7540910.288;11/04/2015 10:05;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364868.1664;7540874.029;11/04/2015 10:10;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364877.4267;7540844.3;11/04/2015 10:15;Santa Maria;long_call;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364784.7672;7540878.707;11/04/2015 10:20;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364787.4214;7540870.536;11/04/2015 10:25;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364768.7041;7540862.921;11/04/2015 10:30;Santa Maria;long_call;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364763.1196;7540830.373;11/04/2015 10:35;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364752.8678;7540806.007;11/04/2015 10:40;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364753.374;7540792.472;11/04/2015 10:45;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364761.5102;7540775.819;11/04/2015 10:50;Santa Maria;long_call;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364761.9299;7540773.261;11/04/2015 10:55;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364766.4875;7540779.732;11/04/2015 11:00;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364779.0507;7540775.656;11/04/2015 11:05;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364772.3889;7540743.804;11/04/2015 11:10;Santa Maria;rubbing;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364808.5325;7540725.528;11/04/2015 11:15;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364810.1244;7540725.282;11/04/2015 11:20;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364808.155;7540722.231;11/04/2015 11:25;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364808.457;7540702.336;11/04/2015 11:30;Santa Maria;resting;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364810.1384;7540673.805;11/04/2015 11:35;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364814.58;7540667.746;11/04/2015 11:40;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364820.4189;7540671.926;11/04/2015 11:45;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364816.6888;7540680.627;11/04/2015 11:50;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364819.1121;7540679.153;11/04/2015 11:55;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364815.9079;7540672.036;11/04/2015 12:00;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364821.2496;7540673.771;11/04/2015 12:05;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364815.0762;7540668.307;11/04/2015 12:15;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364816.9614;7540680.081;11/04/2015 12:20;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364816.8393;7540674.225;11/04/2015 12:25;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364814.9599;7540674.756;11/04/2015 12:30;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364813.0804;7540675.287;11/04/2015 12:35;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364821.2031;7540679.144;11/04/2015 12:40;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364818.593;7540674.249;11/04/2015 12:45;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364854.7917;7540687.49;11/04/2015 12:50;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364855.8289;7540691.434;11/04/2015 12:55;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364857.9999;7540691.156;11/04/2015 13:00;Santa Maria;resting;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364860.4562;7540690.861;11/04/2015 13:05;Santa Maria;resting;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364861.5022;7540689.794;11/04/2015 13:10;Santa Maria;resting;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364848.7368;7540681.313;11/04/2015 13:15;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364841.2135;7540664.125;11/04/2015 13:20;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364851.143;7540644.908;11/04/2015 13:25;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364870.0255;7540635.42;11/04/2015 13:30;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364865.3148;7540631.658;11/04/2015 13:35;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364867.9259;7540618.475;11/04/2015 13:40;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364854.3752;7540626.849;11/04/2015 13:45;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364840.7766;7540620.81;11/04/2015 13:50;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364875.928;7540627.268;11/04/2015 13:55;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364923.9555;7540633.419;11/04/2015 14:00;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364942.1059;7540632.648;11/04/2015 14:05;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364950.728;7540650.661;11/04/2015 14:10;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364948.7559;7540653.911;11/04/2015 14:15;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364951.7484;7540663.533;11/04/2015 14:20;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364994.3754;7540701.719;11/04/2015 14:25;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364992.1243;7540709.253;11/04/2015 14:30;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364992.8032;7540717.667;11/04/2015 14:35;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364991.6023;7540718.659;11/04/2015 14:40;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364993.9112;7540710.429;11/04/2015 14:45;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364992.4312;7540726.703;11/04/2015 14:50;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364989.9508;7540731.786;11/04/2015 14:55;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364972.2865;7540751.251;11/04/2015 15:00;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364962.7054;7540755.187;11/04/2015 15:05;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364954.0291;7540780.354;11/04/2015 15:10;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364914.894;7540803.866;11/04/2015 15:15;Santa Maria;resting;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364913.3887;7540808.085;11/04/2015 15:20;Santa Maria;resting;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364894.9553;7540826.551;11/04/2015 15:25;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364899.3045;7540869.083;11/04/2015 15:30;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364902.8786;7540863.415;11/04/2015 15:35;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364904.6599;7540862.252;11/04/2015 15:40;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364906.1067;7540859.806;11/04/2015 15:45;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364875.6371;7540863.384;11/04/2015 15:50;Santa Maria;resting;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364873.4328;7540859.513;11/04/2015 15:55;Santa Maria;resting;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364859.5388;7540855.635;11/04/2015 16:00;Santa Maria;resting;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364841.7345;7540860.315;11/04/2015 16:05;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364814.1048;7540838.258;11/04/2015 16:10;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364807.284;7540838.709;11/04/2015 16:15;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364767.7082;7540816.326;11/04/2015 16:20;Santa Maria;resting;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364755.0955;7540810.156;11/04/2015 16:25;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364717.1004;7540797.809;11/04/2015 16:30;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364685.4974;7540779.652;11/04/2015 16:35;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364669.9862;7540736.113;11/04/2015 16:40;Santa Maria;sleeping;Empirical;Empirical;Apr;Apr/2015;11/Apr/2015
364676.9605;7540747.848;12/04/2015 07:25;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364686.5494;7540749.008;12/04/2015 07:30;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364689.6752;7540752.218;12/04/2015 07:35;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364729.9567;7540758.934;12/04/2015 07:40;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364738.1168;7540731.563;12/04/2015 07:45;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364729.7552;7540721.384;12/04/2015 07:50;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364732.2712;7540761.042;12/04/2015 07:55;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364729.7174;7540820.423;12/04/2015 08:00;Santa Maria;long_call;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364708.0356;7540838.833;12/04/2015 08:05;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364707.6732;7540885.612;12/04/2015 08:10;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364668.9974;7540895.949;12/04/2015 08:15;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364657.3024;7540907.485;12/04/2015 08:20;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364652.6515;7540906.785;12/04/2015 08:25;Santa Maria;long_call;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364655.8256;7540900.437;12/04/2015 08:30;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364633.5882;7540894.24;12/04/2015 08:35;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364615.2342;7540911.463;12/04/2015 08:40;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364597.3535;7540945.84;12/04/2015 08:45;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364602.0447;7540948.869;12/04/2015 08:50;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364587.2936;7540944.184;12/04/2015 08:55;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364587.5478;7540941.773;12/04/2015 09:00;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364589.3774;7540944.007;12/04/2015 09:05;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364590.6021;7540943.266;12/04/2015 09:10;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364589.5658;7540942.705;12/04/2015 09:15;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364588.5295;7540942.144;12/04/2015 09:20;Santa Maria;long_call;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364587.9498;7540943.234;12/04/2015 09:25;Santa Maria;long_call;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364611.304;7540967.111;12/04/2015 09:30;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364611.9983;7540964.769;12/04/2015 09:35;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364611.7621;7540973.073;12/04/2015 09:40;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364611.9707;7540975.914;12/04/2015 09:45;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364619.7432;7540980.306;12/04/2015 09:50;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364626.2183;7541036.647;12/04/2015 09:55;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364631.2613;7541036.97;12/04/2015 10:00;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364623.4456;7541036.558;12/04/2015 10:05;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364635.0647;7541032.78;12/04/2015 10:10;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364632.2107;7541034.101;12/04/2015 10:15;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364633.8852;7541032.297;12/04/2015 10:20;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364625.2658;7541037.883;12/04/2015 10:25;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364591.8239;7541049.388;12/04/2015 10:30;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364563.322;7541044.213;12/04/2015 10:40;Santa Maria;long_call;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364578.98;7541057.898;12/04/2015 10:45;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364586.3831;7541047.113;12/04/2015 10:50;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364608.7591;7541041.35;12/04/2015 10:55;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364608.6742;7541041.182;12/04/2015 11:00;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364608.5892;7541041.014;12/04/2015 11:05;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364608.66;7541043.808;12/04/2015 11:10;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364609.1866;7541044.861;12/04/2015 11:15;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364614.8653;7541052.576;12/04/2015 11:20;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364624.6149;7541064.113;12/04/2015 11:25;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364622.3262;7541065.995;12/04/2015 11:30;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364623.7547;7541066.666;12/04/2015 11:35;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364623.8858;7541067.484;12/04/2015 11:40;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364613.2725;7541069.851;12/04/2015 11:45;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364628.0591;7541071.455;12/04/2015 11:50;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364629.7634;7541070.709;12/04/2015 11:55;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364631.4676;7541069.963;12/04/2015 12:00;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364623.5765;7541071.268;12/04/2015 12:05;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364627.5487;7541065.549;12/04/2015 12:10;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364621.018;7541067.404;12/04/2015 12:15;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364626.2312;7541073.008;12/04/2015 12:20;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364624.7673;7541073.431;12/04/2015 12:25;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364623.7959;7541073.859;12/04/2015 12:30;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364625.3149;7541073.056;12/04/2015 12:35;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364664.0672;7541056.947;12/04/2015 12:40;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364662.321;7541059.048;12/04/2015 12:45;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364668.8123;7541066.723;12/04/2015 12:50;Santa Maria;travel;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364705.2006;7541082.101;12/04/2015 12:55;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364728.5744;7541075.853;12/04/2015 13:00;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364742.5632;7541063.836;12/04/2015 13:05;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364756.4438;7541055.335;12/04/2015 13:10;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364774.7902;7541032.999;12/04/2015 13:15;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364767.3722;7541029.556;12/04/2015 13:20;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364773.5786;7541028.236;12/04/2015 13:25;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364774.9636;7541029.928;12/04/2015 13:30;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364759.3442;7541049.662;12/04/2015 13:35;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364768.7557;7541042.403;12/04/2015 13:40;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364758.1151;7541021.003;12/04/2015 13:45;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364775.4903;7541011.029;12/04/2015 13:50;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364771.0826;7540988.245;12/04/2015 13:55;Santa Maria;frugivory;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364767.06;7540992.813;12/04/2015 14:00;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364770.2141;7540991.754;12/04/2015 14:05;Santa Maria;resting;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364770.1423;7540980.098;12/04/2015 14:10;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364766.3863;7540965.866;12/04/2015 14:15;Santa Maria;foraging;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364797.7066;7540939.921;12/04/2015 14:20;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
364776.396;7540919.477;12/04/2015 14:25;Santa Maria;NA;Empirical;Empirical;Apr;Apr/2015;12/Apr/2015
